algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
KNN,2.2,79,1,3900,5718,0.10530747934335179,1.4858229160308838,0.011956710035635736,1.396169900894165,0.3691928896808687,1.6950600147247314,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.2,80,4,3900,6535,0.228110579308547,1.465733289718628,0.015828627085141544,1.3986742496490479,0.3611071800673469,1.734354019165039,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.3,64,1,3900,8169,0.00989083744189141,1.3871219158172607,0.01633191233053944,1.4037041664123535,0.19841451058078388,1.4316401481628418,float32,0.8666267942583732,0.0,0.0,0.0
SVM,2.3,18,0,3900,8169,0.02412339114653027,1.391064167022705,0.6030553778642529,1.8923170566558838,0.6289239001772657,1.6434202194213867,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.3,154,0,3900,8169,0.03148505206189843,1.3905348777770996,1.9204174657148327,2.1719422340393066,0.20878069945914132,1.4506301879882812,float128,0.9659090909090909,0.9068627450980392,0.8295964125560538,0.8665105386416861
Random Forest,2.2,101,2,3900,5718,0.2337632945412863,1.4828968048095703,11.819860803003614,3.7236177921295166,0.24402722149831618,1.4871113300323486,int32,0.8875598086124402,0.5897435897435898,0.515695067264574,0.5502392344497608
Bagging Classifier,2.2,143,1,3900,4084,0.2611341274402607,1.4787001609802246,0.6372988367115272,1.562427043914795,0.20341564175356125,1.4563379287719727,int32,0.8851674641148325,0.5875706214689266,0.4663677130044843,0.52
Multinomial NB,2.1,45,1,1950,8169,0.015875417350456122,1.3840811252593994,0.02680124007640899,1.3853931427001953,0.11468302962035529,1.4108691215515137,int32,0.8444976076555024,0.0,0.0,0.0
SVM,2.2,13,1,3900,5718,0.22487975597780477,1.4947149753570557,0.9440488285289321,1.7674031257629395,0.37290251656738077,1.5868091583251953,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.3,61,2,3900,8169,0.01801826903333216,1.3816959857940674,0.024097519254278256,1.4003069400787354,0.13588690577678597,1.4496729373931885,int16,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.2,144,2,3900,4901,0.1770671945596851,1.4816060066223145,0.3790470979187124,1.5558850765228271,0.22711884490099055,1.4550771713256836,int32,0.8869617224880383,0.5876288659793815,0.5112107623318386,0.5467625899280576
Random Forest,2.2,96,3,3900,1633,0.2676871905915463,1.4894697666168213,1.7389248663025862,2.5319128036499023,0.17962986306993836,1.4709150791168213,int32,0.8839712918660287,0.5728643216080402,0.5112107623318386,0.5402843601895735
Random Forest,2.1,94,1,3900,8169,0.027863243282920416,1.399137020111084,8.888772073732973,4.833060026168823,0.21518740273359363,1.4963698387145996,int32,0.888755980861244,0.5978835978835979,0.5067264573991032,0.5485436893203883
KNN,2.2,75,4,3900,2450,0.5299653978990184,1.4684009552001953,0.08547509960122615,1.3649210929870605,1.189718740822357,1.6967689990997314,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.3,132,4,3900,8169,0.062197926821419475,1.3621351718902588,12.675164724310179,2.4234018325805664,1.0218006632047245,1.4292230606079102,float128,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
Bagging Classifier,2.3,149,2,3900,8169,0.08767871591764206,1.3666291236877441,0.7758364785863583,1.680527925491333,0.14705124110334766,1.4488093852996826,int16,0.8827751196172249,0.5692307692307692,0.4977578475336323,0.5311004784688995
KNN,2.3,83,4,3900,8169,0.0182094111873467,1.3941340446472168,0.010998935490534677,1.390428066253662,0.30660008362440155,1.702117919921875,int16,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.1,111,0,1950,8169,0.006081517151125168,1.3908097743988037,3.75519913026196,1.7728359699249268,0.7866204623845647,1.403878927230835,int32,0.8755980861244019,0.6048387096774194,0.5769230769230769,0.5905511811023623
Random Forest,2.2,102,1,3900,6535,1.5234609397117242,1.4596381187438965,40.41693036909423,3.810663938522339,0.6878889838859765,1.4864158630371094,int32,0.8857655502392344,0.5851063829787234,0.49327354260089684,0.5352798053527981
Decision Tree,2.3,43,3,3900,8169,0.02911795628799277,1.3966050148010254,0.3477647881383548,1.537370204925537,0.10460772959721756,1.4472556114196777,float64,0.9665071770334929,0.892018779342723,0.852017937219731,0.8715596330275229
AdaBoost,2.3,127,4,3900,8169,0.027199127115408898,1.3937032222747803,1.284074323376185,2.323513984680176,0.11161398045115593,1.4727821350097656,int16,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.2,97,0,3900,2450,0.14195751953534302,1.4829771518707275,1.4953660656937433,2.7508087158203125,0.09490408242788045,1.4839727878570557,int32,0.8851674641148325,0.581151832460733,0.4977578475336323,0.5362318840579711
Bagging Classifier,2.2,145,4,3900,5718,0.11661363007072426,1.4780409336090088,0.20918319425518345,1.5870509147644043,0.10420771037652847,1.4496889114379883,int32,0.8839712918660287,0.5662100456621004,0.5560538116591929,0.5610859728506787
Random Forest,2.1,94,2,3900,8169,0.010963992804610908,1.3907482624053955,6.141104558491248,4.210937976837158,0.04659774258976701,1.4880008697509766,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.1,6,3,3900,8169,0.005238732210904924,1.3924238681793213,0.3468729595090697,1.8594160079956055,0.5764374997166062,1.6360421180725098,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.1,69,1,2730,8169,0.014763734061592598,1.3998157978057861,0.013751952044808878,1.389145851135254,0.2206643735783741,1.5522191524505615,int32,0.8598290598290599,0.48598130841121495,0.32298136645962733,0.3880597014925373
SVM,2.1,6,0,3900,8169,0.008793396159884455,1.4010138511657715,0.4601745551050853,1.8712880611419678,0.5069918727519215,1.6485230922698975,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.1,93,3,3509,8169,0.018313668173390068,1.388484239578247,4.2266068575439,4.00039005279541,0.34146550971479595,1.4736249446868896,int32,0.8817275747508305,0.5685279187817259,0.5463414634146342,0.5572139303482587
SVM,2.3,18,1,3900,8169,0.03481687667346287,1.387260913848877,1.5847873823873053,1.895359992980957,1.0086186445218188,1.6826162338256836,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,4,3,3119,8169,0.023961222747878513,1.3904001712799072,0.6462214057569052,1.7277379035949707,0.2973509355809375,1.5702059268951416,int32,0.8557548579970105,0.0,0.0,0.0
Decision Tree,2.2,36,1,3900,6535,0.18138885309552982,1.4782328605651855,0.08423405787137235,1.4150989055633545,0.11833450337533892,1.4628381729125977,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.1,137,2,3509,8169,0.01806948424520382,1.3900480270385742,0.4922454864227461,1.6238670349121094,0.28706918512996604,1.4657788276672363,int32,0.8817275747508305,0.5658536585365853,0.5658536585365853,0.5658536585365853
Decision Tree,2.1,25,0,2730,8169,0.022065995342951422,1.3883142471313477,0.052201825666552515,1.4122209548950195,0.08761243820765825,1.4193270206451416,int32,0.8760683760683761,0.5571428571428572,0.484472049689441,0.5182724252491695
SVM,2.1,5,0,3509,8169,0.018228718943070626,1.3934829235076904,0.7667041617469086,1.7884471416473389,0.3418274842164055,1.6063318252563477,int32,0.8637873754152824,0.0,0.0,0.0
Bagging Classifier,2.3,150,1,3900,8169,0.01635414405804701,1.391956090927124,0.6399576978981628,1.6425631046295166,0.20250533801802287,1.460726022720337,int32,0.8899521531100478,0.5924170616113744,0.5605381165919282,0.576036866359447
Multinomial NB,2.2,52,3,3900,1633,2.066388704048311,1.4804461002349854,0.22387913879772514,1.3694043159484863,1.0544254582705697,1.4449598789215088,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.2,31,0,3900,2450,1.3607693798292986,1.4622251987457275,0.05904617256605428,1.4223310947418213,0.10781356805098354,1.457962989807129,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Multinomial NB,2.2,54,1,3900,3267,0.140073017825994,1.483896017074585,0.024561803897109467,1.4076058864593506,0.12649435214486063,1.4527630805969238,int32,0.8666267942583732,0.0,0.0,0.0
SVM,2.1,4,1,3119,8169,0.012289489917763149,1.3835649490356445,0.6190324421927071,1.7228679656982422,0.42930965152178313,1.5408439636230469,int32,0.8557548579970105,0.0,0.0,0.0
Bagging Classifier,2.2,142,4,3900,3267,0.2026733328374076,1.4889531135559082,0.18165763887440525,1.5375471115112305,0.07873475094005906,1.4489271640777588,int32,0.881578947368421,0.5615763546798029,0.5112107623318386,0.5352112676056338
SVM,2.2,9,4,3900,2450,0.19569015647812302,1.4774680137634277,0.3969498121176949,1.6155369281768799,0.08349502221150973,1.5264270305633545,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.1,70,3,3119,8169,0.00463085772374515,1.3852107524871826,0.0037169449052530576,1.404832124710083,0.11273106005630175,1.601813793182373,int32,0.8789237668161435,0.6026490066225165,0.47150259067357514,0.5290697674418604
SVM,2.1,3,1,2730,8169,0.00429185564122519,1.3938167095184326,0.19909494347378845,1.6468369960784912,0.6525221184490262,1.5092389583587646,int32,0.8623931623931624,0.0,0.0,0.0
Multinomial NB,2.3,64,4,3900,8169,0.1453941627307449,1.3699629306793213,0.160777734610926,1.3682610988616943,0.8436563147599546,1.4343647956848145,float32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,122,0,3900,4901,1.4099879976371574,1.4634220600128174,7.709921602411539,1.9836969375610352,0.21192841319103453,1.4778449535369873,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.2,80,2,3900,6535,0.179721899495103,1.485508680343628,0.010070852169094443,1.393413782119751,0.3460969357531113,1.6813108921051025,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.2,52,2,3900,1633,0.358369276878922,1.4587998390197754,0.00812603824298506,1.401850938796997,0.04742611309753462,1.4546172618865967,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.3,107,1,3900,8169,0.00811185144001227,1.4002621173858643,4.967296194163194,4.089367151260376,0.0715440409786501,1.4893829822540283,int64,0.8869617224880383,0.585,0.5246636771300448,0.553191489361702
Random Forest,2.2,101,3,3900,5718,0.07317677771794671,1.4864099025726318,28.940557981485597,3.579610824584961,1.9377518534768454,1.4529941082000732,int32,0.8857655502392344,0.5851063829787234,0.49327354260089684,0.5352798053527981
Bagging Classifier,2.3,150,3,3900,8169,0.08768617085901946,1.377859115600586,3.3523789271109807,1.6277070045471191,0.5436466484047248,1.4467189311981201,int32,0.8863636363636364,0.5812807881773399,0.5291479820627802,0.5539906103286384
Decision Tree,2.3,42,0,3900,8169,0.012101096346295354,1.391381025314331,0.09719297721810924,1.53175687789917,0.037201911802662566,1.446347951889038,float32,0.9611244019138756,0.8623853211009175,0.8430493273542601,0.8526077097505669
AdaBoost,2.3,130,4,3900,8169,0.0985858597748876,1.377450942993164,2.8185018780587807,2.474802017211914,0.28919147238837734,1.4609689712524414,float32,0.9635167464114832,0.921875,0.7937219730941704,0.8530120481927711
Random Forest,2.2,99,3,3900,4084,0.22716739210733744,1.4731049537658691,7.37760039918815,3.194707155227661,0.14624868277775666,1.4823009967803955,int32,0.8875598086124402,0.5888324873096447,0.5201793721973094,0.5523809523809524
Decision Tree,2.1,27,2,3509,8169,0.012170989260851759,1.3900861740112305,0.09022187474377374,1.419076919555664,0.1140059659740252,1.4536449909210205,int32,0.8817275747508305,0.5685279187817259,0.5463414634146342,0.5572139303482587
SVM,2.2,12,3,3900,4901,0.25528230809876984,1.478882074356079,0.7237115536182079,1.7304739952087402,1.1827458192555542,1.5606918334960938,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,44,2,3900,8169,0.019110744929440218,1.3793680667877197,0.6198009874560604,1.522904872894287,0.6708820432623338,1.4356389045715332,float128,0.9605263157894737,0.8617511520737328,0.8385650224215246,0.85
Random Forest,2.2,104,0,3900,8169,0.007115646562431908,1.3949048519134521,8.71388509998659,4.186413049697876,0.16346696841569552,1.4650840759277344,int32,0.8881578947368421,0.5857142857142857,0.5515695067264574,0.5681293302540416
Bagging Classifier,2.3,152,4,3900,8169,0.021244167436731493,1.3902831077575684,1.795587044621119,2.1839499473571777,0.06889600337276286,1.4448521137237549,float32,0.9599282296650717,0.89,0.7982062780269058,0.8416075650118203
Random Forest,2.1,89,2,1950,8169,0.005281518196617453,1.3873538970947266,2.7436228623126846,3.141240119934082,0.06560909317546475,1.4374809265136719,int32,0.8720095693779905,0.6263736263736264,0.43846153846153846,0.5158371040723982
Decision Tree,2.3,41,1,3900,8169,0.016464963127932802,1.3818328380584717,0.0715258653094369,1.4178228378295898,0.11673519018881941,1.449479103088379,int64,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.2,98,2,3900,3267,0.14069809237366374,1.487318992614746,3.9211949810020954,2.9913041591644287,0.3301530497604463,1.4786708354949951,int32,0.8863636363636364,0.5812807881773399,0.5291479820627802,0.5539906103286384
AdaBoost,2.3,128,3,3900,8169,0.023117193527907875,1.388962984085083,2.994376638303023,2.3516180515289307,0.15394983237146256,1.4586780071258545,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,35,4,3900,5718,0.13140309460788704,1.485266923904419,0.06742850059062838,1.421612024307251,0.08651867218038918,1.445990800857544,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Random Forest,2.1,90,1,2340,8169,0.006724185243357338,1.3879528045654297,2.369961847880303,3.3453450202941895,0.1307512628409932,1.4504718780517578,int32,0.8664007976071785,0.5414364640883977,0.6577181208053692,0.593939393939394
Bagging Classifier,2.1,137,1,3509,8169,0.015545905295326803,1.4060230255126953,0.26022305698411446,1.657059907913208,0.12469890039736735,1.4544119834899902,int32,0.8777408637873754,0.547945205479452,0.5853658536585366,0.5660377358490565
KNN,2.3,86,0,3900,8169,0.023254447776143352,1.404721975326538,0.01254001221134622,1.3907639980316162,0.6979098208262359,1.7449190616607666,float32,0.9360047846889952,0.8020833333333334,0.6905829596412556,0.7421686746987952
Random Forest,2.3,107,0,3900,8169,0.011004003012728115,1.3964638710021973,48.808261194422975,4.565364122390747,1.5261256976691249,1.4643511772155762,int64,0.8863636363636364,0.5812807881773399,0.5291479820627802,0.5539906103286384
Random Forest,2.2,104,2,3900,8169,0.16392891276609067,1.3606457710266113,6.989204950680808,4.374081134796143,0.38329664379729983,1.5149590969085693,int32,0.8851674641148325,0.581151832460733,0.4977578475336323,0.5362318840579711
KNN,2.3,83,1,3900,8169,0.017941049330572813,1.4034838676452637,0.022999956074322446,1.3954598903656006,0.6314068674335407,1.7070708274841309,int16,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
KNN,2.3,84,1,3900,8169,0.010965184601197,1.388718843460083,0.009339010747383344,1.3958740234375,0.11935946143566835,1.682939052581787,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
SVM,2.2,14,3,3900,6535,0.10204021274058657,1.4833509922027588,0.3722137810831328,1.797673225402832,3.309775689744243,1.5930390357971191,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.1,28,2,3900,8169,0.11477862152787095,1.3656139373779297,0.5784535238106051,1.415693998336792,0.8163055506893898,1.42669677734375,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
SVM,2.2,11,3,3900,4084,1.2935771356705166,1.467336893081665,0.2391495488499324,1.6819639205932617,0.13313777697272747,1.5459489822387695,int32,0.8666267942583732,0.0,0.0,0.0
Multinomial NB,2.2,55,3,3900,4084,0.08135008577734408,1.472714900970459,0.01427529405757002,1.4042208194732666,0.12636505804159803,1.432199239730835,int32,0.8666267942583732,0.0,0.0,0.0
Bagging Classifier,2.3,153,1,3900,8169,0.017315339604222796,1.399285078048706,1.345080575363713,2.1494903564453125,0.05347347508956028,1.4485769271850586,float64,0.9659090909090909,0.9191919191919192,0.8161434977578476,0.8646080760095012
Random Forest,2.1,92,4,3119,8169,0.008569430675386416,1.3935177326202393,4.0208919176733495,3.8289358615875244,0.24280701239027766,1.493669033050537,int32,0.8856502242152466,0.6149425287356322,0.5544041450777202,0.5831062670299728
AdaBoost,2.3,128,2,3900,8169,0.02468120404330949,1.391005277633667,2.244790236456126,2.263617992401123,0.19687700747640444,1.4773738384246826,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Multinomial NB,2.1,46,4,2340,8169,0.05004936072226938,1.3761019706726074,0.164229947159901,1.3636281490325928,0.5828381100734247,1.3941900730133057,int32,0.8514456630109671,0.0,0.0,0.0
Multinomial NB,2.2,58,1,3900,6535,1.3933335941530893,1.4529428482055664,0.29922868635936267,1.402540683746338,0.8975768939991534,1.4148468971252441,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,42,1,3900,8169,0.027991646897131527,1.3687489032745361,0.36926617479817037,1.5271031856536865,0.11477066100636989,1.442201852798462,float32,0.9605263157894737,0.8552036199095022,0.8475336322869955,0.8513513513513512
KNN,2.2,79,4,3900,5718,0.18841915837682588,1.4725990295410156,0.016059515962597658,1.4020280838012695,0.2920986605030559,1.6928260326385498,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.2,51,1,3900,816,0.16535954120006593,1.4736328125,0.021949599101815386,1.413403034210205,0.04733589352197147,1.429328203201294,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,121,0,3900,4084,0.7795495976499095,1.4782609939575195,10.743676814969557,1.9986708164215088,1.044384171103187,1.441452980041504,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
AdaBoost,2.2,120,0,3900,3267,1.1970079881859002,1.4651429653167725,5.974188987678385,1.829847812652588,0.1755137419419178,1.455054759979248,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
AdaBoost,2.1,114,2,3119,8169,0.0074005394742331565,1.3949148654937744,1.9076606409483592,2.0861189365386963,0.054436007589993236,1.453495740890503,int32,0.8893871449925261,0.6142131979695431,0.6269430051813472,0.6205128205128205
Decision Tree,2.1,23,4,1950,8169,0.004437719363284313,1.3892841339111328,0.03619943508370549,1.4086029529571533,0.1085196529195142,1.4107880592346191,int32,0.868421052631579,0.6136363636363636,0.4153846153846154,0.49541284403669733
SVM,2.3,19,0,3900,8169,0.024840225601956836,1.384155035018921,2.588146672422027,1.885753870010376,0.7699461959601027,1.6163640022277832,int64,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.1,111,1,1950,8169,0.02135399209579912,1.3856236934661865,1.0834688940159953,1.8082869052886963,0.22009099759539333,1.4427073001861572,int32,0.8755980861244019,0.6048387096774194,0.5769230769230769,0.5905511811023623
SVM,2.2,11,1,3900,4084,0.18162006374664688,1.478694200515747,0.4667953683128432,1.688847303390503,0.31057159335081114,1.5573980808258057,int32,0.8666267942583732,0.0,0.0,0.0
KNN,2.2,75,3,3900,2450,0.275032301977716,1.4746160507202148,0.017657201915956097,1.3850932121276855,0.2843675644603404,1.6892669200897217,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Multinomial NB,2.2,60,1,3900,8169,0.025857745871158376,1.3983280658721924,0.0181759382000686,1.3939239978790283,0.27418288989930756,1.4587609767913818,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,120,3,3900,3267,0.1202232300826565,1.4722318649291992,0.5238477168354582,1.8831028938293457,0.06436001411236936,1.4670939445495605,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Decision Tree,2.2,30,3,3900,1633,0.11284581215694861,1.4716930389404297,0.020268989991767572,1.4137530326843262,0.057378467476189986,1.4415309429168701,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.2,144,3,3900,4901,0.12230564435923863,1.4795498847961426,0.16420559170436827,1.5532197952270508,1.183386907909407,1.4300689697265625,int32,0.8875598086124402,0.5945945945945946,0.49327354260089684,0.5392156862745099
Multinomial NB,2.3,63,3,3900,8169,0.10051188869993834,1.3705389499664307,0.0876942926438791,1.3896639347076416,0.1411556723742402,1.4347269535064697,int64,0.8666267942583732,0.0,0.0,0.0
SVM,2.2,11,2,3900,4084,0.21562042848392543,1.501443862915039,0.47443052063715335,1.6787281036376953,0.39918026667976164,1.5796113014221191,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.3,127,3,3900,8169,0.014827224115125595,1.3828210830688477,0.9643880525576051,2.332850933074951,0.07117425704049223,1.4570622444152832,int16,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Random Forest,2.2,97,4,3900,2450,0.17241108735684965,1.4898340702056885,3.9127420440643426,2.7687900066375732,0.34850018194516946,1.4852759838104248,int32,0.8869617224880383,0.5934065934065934,0.484304932735426,0.5333333333333333
Random Forest,2.2,95,1,3900,816,0.20414888893701064,1.4770190715789795,0.5275143253090803,2.307609796524048,0.05043503334630142,1.4815452098846436,int32,0.8875598086124402,0.5897435897435898,0.515695067264574,0.5502392344497608
SVM,2.2,10,1,3900,3267,0.08798786123772631,1.476525068283081,0.19474741070150042,1.6632447242736816,3.365981941652332,1.5454750061035156,int32,0.8666267942583732,0.0,0.0,0.0
AdaBoost,2.2,124,1,3900,6535,1.8305622933057493,1.4473931789398193,11.46763244612853,2.200016975402832,0.9193977050758187,1.4418079853057861,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
Bagging Classifier,2.1,136,4,3119,8169,0.06924603810631763,1.375236988067627,0.20639954227827967,1.608827829360962,0.04433404358085726,1.4523262977600098,int32,0.8819133034379671,0.6047904191616766,0.5233160621761658,0.5611111111111111
KNN,2.1,70,0,3119,8169,0.051463504681392054,1.3811259269714355,0.1593648023072123,1.379655361175537,0.43486021729364793,1.6083121299743652,int32,0.8789237668161435,0.6026490066225165,0.47150259067357514,0.5290697674418604
KNN,2.2,82,4,3900,8169,0.049002286358526444,1.3780059814453125,0.10459072256203676,1.3627288341522217,0.2558069621056162,1.7027299404144287,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.1,138,4,3900,8169,0.013228661239874796,1.4012517929077148,0.32411167467516366,1.6609539985656738,0.13044365891780021,1.4428398609161377,int32,0.8875598086124402,0.5829383886255924,0.5515695067264574,0.5668202764976958
KNN,2.3,83,3,3900,8169,0.04290606039067339,1.398859977722168,0.1505787012221445,1.378951072692871,0.4565611903461784,1.6772379875183105,int16,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
Bagging Classifier,2.1,134,1,2340,8169,0.018084109181178927,1.3993139266967773,0.19988749195667221,1.5904691219329834,0.057200481203246556,1.4367690086364746,int32,0.8654037886340977,0.54375,0.5838926174496645,0.5631067961165048
Random Forest,2.3,110,4,3900,8169,0.01126202881981863,1.3881609439849854,4.1134275494333234,3.626628875732422,0.10389247964508116,1.5090439319610596,float128,0.972488038277512,1.0,0.7937219730941704,0.885
Bagging Classifier,2.2,139,3,3900,816,0.07911830613987582,1.4931902885437012,0.037670811757390885,1.47176194190979,0.024515844046388912,1.4526138305664062,int32,0.8839712918660287,0.5868263473053892,0.43946188340807174,0.5025641025641026
Decision Tree,2.1,26,3,3119,8169,0.005322718780230669,1.3912270069122314,0.021339189414249723,1.429321050643921,0.027836286382321298,1.4460549354553223,int32,0.8849028400597907,0.6258064516129033,0.5025906735751295,0.557471264367816
Random Forest,2.1,90,4,2340,8169,0.0032210383967953902,1.3834471702575684,0.7411065556697186,3.2064549922943115,0.023218223582767584,1.4560081958770752,int32,0.86839481555334,0.5502958579881657,0.6241610738255033,0.5849056603773585
Decision Tree,2.2,29,1,3900,816,0.053226036354961946,1.4740049839019775,0.00886774397320419,1.4105381965637207,0.022451211396248342,1.4522459506988525,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
Bagging Classifier,2.1,137,3,3509,8169,0.0046332938608119835,1.3902499675750732,0.12281270007240956,1.6124908924102783,0.0247575135925316,1.4500629901885986,int32,0.878405315614618,0.5495495495495496,0.5951219512195122,0.5714285714285714
Multinomial NB,2.2,60,4,3900,8169,0.0045520671212929175,1.401087999343872,0.007247763667206226,1.402400016784668,0.048554513446326754,1.4372479915618896,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.3,44,0,3900,8169,0.005708667618018679,1.3930799961090088,0.10233360728126446,1.5534720420837402,0.0375911692539485,1.4785091876983643,float128,0.9617224880382775,0.863013698630137,0.8475336322869955,0.8552036199095023
Decision Tree,2.1,24,2,2340,8169,0.006067472214238736,1.393388032913208,0.014444876890458896,1.4213018417358398,0.014284208871423194,1.4287967681884766,int32,0.8693918245264207,0.55625,0.5973154362416108,0.5760517799352751
Bagging Classifier,2.2,140,0,3900,1633,0.058253764260953265,1.485755205154419,0.04283275087191926,1.5023488998413086,0.02241991571330589,1.470299243927002,int32,0.8863636363636364,0.5863874345549738,0.5022421524663677,0.5410628019323672
Multinomial NB,2.2,55,0,3900,4084,0.05997134636953299,1.500258207321167,0.00981050843048097,1.413741111755371,0.029061534979426026,1.44185209274292,int32,0.8666267942583732,0.0,0.0,0.0
Random Forest,2.2,98,3,3900,3267,0.057507591765261344,1.4913818836212158,0.5188319133205982,2.8269238471984863,0.041062909378204865,1.4917831420898438,int32,0.8869617224880383,0.5934065934065934,0.484304932735426,0.5333333333333333
Random Forest,2.3,108,0,3900,8169,0.027668872497272564,1.3853240013122559,2.5330846653733534,3.637511968612671,0.08145413453117989,1.505946159362793,float32,0.9706937799043063,1.0,0.7802690582959642,0.8765743073047859
Multinomial NB,2.3,63,1,3900,8169,0.02234574636217852,1.406999111175537,0.027076819807584772,1.3831543922424316,0.11585746677736133,1.4426629543304443,int64,0.8666267942583732,0.0,0.0,0.0
SVM,2.3,21,2,3900,8169,0.01655689399161135,1.3998658657073975,0.7698705699187697,1.8818540573120117,3.6994887596349457,1.626936912536621,float64,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.2,33,3,3900,4084,2.1164231416121715,1.4742317199707031,0.3326501574338564,1.3836338520050049,0.8615970498474292,1.414067029953003,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
KNN,2.2,79,3,3900,5718,0.2418962931377175,1.4870829582214355,0.005239235106747349,1.3931050300598145,0.3824839588324018,1.7012641429901123,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.2,124,0,3900,6535,0.3027077139185583,1.49544095993042,2.2677099130385616,2.1483750343322754,0.28755880303547177,1.475569248199463,int32,0.8827751196172249,0.6134453781512605,0.3273542600896861,0.4269005847953216
KNN,2.1,72,4,3900,8169,0.03399133525238758,1.395819902420044,0.0136365802638658,1.4050960540771484,0.5077346183071109,1.682201862335205,int32,0.8863636363636364,0.6,0.4439461883408072,0.5103092783505154
AdaBoost,2.1,112,0,2340,8169,0.02076900205375092,1.3702750205993652,0.7332097756944214,1.8939518928527832,0.16403761030638983,1.4389150142669678,int32,0.86839481555334,0.5548387096774193,0.5771812080536913,0.5657894736842105
SVM,2.2,7,4,3900,816,0.12239308889012716,1.4961740970611572,0.11879765101250148,1.5685961246490479,0.20947462825027374,1.5028080940246582,int32,0.8666267942583732,0.0,0.0,0.0
Decision Tree,2.2,32,1,3900,3267,0.11647232793849886,1.4796490669250488,0.6581183007994087,1.421867847442627,1.0432982870123522,1.4190797805786133,int32,0.8845693779904307,0.5842696629213483,0.4663677130044843,0.5187032418952617
